body,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt
Mel 22 Sector OY-R c4-5 6 b,Planet,Icy body,4276.91748,1,0.031488021474829,0.000222,535.5355625,40,No volcanism,No atmosphere,Not terraformable,5.9518706597222,0.0030107769709051,0.001849,0.480759,19.461859,5.9525658275463,1,-0.134728,
Mel 22 Sector OY-R c4-5 6 c,Planet,Icy body,4274.571777,1,0.037754767242288,0.000382,641.5496875,40,Major Water Geysers,No atmosphere,Not terraformable,0.73190700954861,9.6715547703314E-6,0.093475,6.10381,204.815216,1.067414098669,1,0.4193,
Mel 22 Sector OY-R c4-5 6 d,Planet,Icy body,4274.572754,1,0.036271062572349,0.000339,616.601,40,Major Water Geysers,No atmosphere,Not terraformable,0.73190700954861,1.0899213453845E-5,0.093475,6.10381,24.815214,1.0055034722222,1,-0.122928,
Mel 22 Sector OY-R c4-5 6 e,Planet,Icy body,4278.083984,1,0.053248023424565,0.001058,899.0329375,40,Carbon Dioxide Geysers,No atmosphere,Not terraformable,1.8132550274884,2.0420776951607E-5,0.037551,3.702126,85.99382,2.8595652488426,1,-0.264944,
Mel 22 Sector OY-R c4-5 6 f,Planet,Icy body,4278.091309,1,0.04661101482194,0.000712,788.2795,40,Major Water Geysers,No atmosphere,Not terraformable,1.8132550274884,3.0366444914914E-5,0.037551,3.702126,265.993835,2.3449801070602,1,-0.039818,
Mel 22 Sector OY-R c4-5 6 g,Planet,Icy body,4277.040527,1,0.0466306012146,0.000713,788.6671875,40,No volcanism,No atmosphere,Not terraformable,24.992387152778,0.0078363682217838,0.003161,0.009311,196.36792,24.995309606481,1,-0.146909,
Mel 22 Sector OY-R c4-5 6 h,Planet,Icy body,4271.547852,1,0.059496202530598,0.001468,1001.8505,40,No volcanism,No atmosphere,Not terraformable,46.217884837963,0.011806367829539,0.003511,0.049175,281.01947,46.223278356481,1,0.020735,
Mel 22 Sector OY-R c4-5 6 i,Planet,Icy body,4269.852539,1,0.056075017630036,0.001233,945.760875,40,No volcanism,No atmosphere,Not terraformable,74.493396990741,0.016230109082696,0.00794,-0.207505,122.394135,74.502100694444,1,0.06984,
Mel 22 Sector JC-V d2-19,Star,F (White) Star,0,,,,,6259,,,,,,,,,4.6289286747685,,,
Mel 22 Sector JC-V d2-19 1,Planet,Class IV gas giant,712.369263,,23.765966426888,2823.832031,69522.632,853,No volcanism,No atmosphere,Not terraformable,178.86672453704,7.1855969270825E-5,0.127393,-8.687829,326.730194,1.3786311848958,,-0.510346,
Mel 22 Sector JC-V d2-19 1 a,Planet,Rocky body,713.517273,1,0.2193561479757,0.017762,1814.911875,380,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.82821659795139,0.003519791488583,0.004212,-0.01417,194.260788,0.82822998047454,1,0.339212,
Mel 22 Sector JC-V d2-19 1 b,Planet,Rocky body,714.03363,1,0.20021155128075,0.013647,1665.169875,359,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.3595392071759,0.0048979623344331,0.000365,-0.017194,60.165989,1.3595610894097,1,0.067314,
Mel 22 Sector JC-V d2-19 1 c,Planet,Rocky body,712.558289,1,0.2895670434727,0.039316,2350.14475,334,No volcanism,No atmosphere,Not terraformable,2.7270321542245,0.0077901866019006,0.002371,0.133844,4.904574,2.727076099537,1,-0.254889,
Mel 22 Sector JC-V d2-19 2,Planet,High metal content world,648.12677,,1.3324475878223,1.602057,6993.562,846,Minor Silicate Vapour Geysers,Hot thick Carbon dioxide,Candidate for terraforming,178.86672453704,0.12665134106083,0.127393,-8.687829,146.730194,178.9174537037,1,-0.291511,
Mel 22 Sector JC-V d2-19 3,Planet,Class II gas giant,1272.53064,,0.77336093073217,46.142693,49265.724,177,No volcanism,No atmosphere,Not terraformable,1377.8258333333,2.5635750378364,0.006366,2.608545,177.318054,1.2641408058449,,-0.29922,
Mel 22 Sector JC-V d2-19 3 a,Planet,Rocky body,1271.925537,1,0.056611240794231,0.000332,488.429875,178,No volcanism,No atmosphere,Not terraformable,4.0855164930556,0.002588309781337,0.001255,-0.023483,31.862324,4.0857136140046,1,0.11289,
Mel 22 Sector JC-V d2-19 3 b,Planet,Rocky body,1270.259766,1,0.054465946695206,0.000295,469.38909375,178,No volcanism,No atmosphere,Not terraformable,9.7543366608796,0.0046236337239525,0.000431,0.706418,56.910213,9.7548068576389,1,0.193717,
Mel 22 Sector JC-V d2-19 3 c,Planet,Rocky body,1269.623535,1,0.086003612589306,0.001143,735.274125,177,No volcanism,No atmosphere,Not terraformable,14.336753472222,0.0059770305273469,0.000218,0.330595,31.525185,14.337445023148,1,1.029061,
Mel 22 Sector JC-V d2-19 3 d,Planet,Rocky body,1278.249146,1,0.078461615535224,0.000874,673.149625,177,No volcanism,No atmosphere,Not terraformable,39.536814236111,0.011754009437248,0.000244,-0.759782,204.36554,39.538715277778,1,0.132193,
Mel 22 Sector JC-V d2-19 3 e,Planet,Rocky body,1279.775269,1,0.078671455577285,0.000882,675.3209375,177,No volcanism,No atmosphere,Not terraformable,67.084068287037,0.01672108676611,0.013461,-6.611619,71.016335,67.087297453704,1,0.26101,
Mel 22 Sector JC-V d2-19 4,Planet,Class III gas giant,1562.177246,,6.988764696844,1016.985168,76938.128,330,No volcanism,No atmosphere,Not terraformable,559.19412037037,0.00061205737469096,0.165451,0.983361,292.553009,1.1958289026389,,0.182942,
Mel 22 Sector JC-V d2-19 4 a,Planet,Rocky body,1564.387451,,0.074898372563112,0.000758,641.6274375,200,Major Rocky Magma,Sulphur dioxide,Not terraformable,1.6871222149884,0.0040241496833016,0.000366,0.000534,203.685669,-1.6871312572338,,-2.885833,
Mel 22 Sector JC-V d2-19 4 b,Planet,Rocky body,1565.03894,1,0.072817924678536,0.0007,625.337375,195,No volcanism,No atmosphere,Not terraformable,2.6558780020255,0.0054456355841701,0.001087,-0.211783,303.886108,2.6558924696181,1,0.116554,
Mel 22 Sector JC-V d2-19 4 c,Planet,Rocky body,1564.235229,1,0.087119267110028,0.001191,745.732875,188,No volcanism,No atmosphere,Not terraformable,4.8719618055556,0.0081604164704197,0.003899,-0.000682,245.76474,4.8719874855324,1,0.460548,
Mel 22 Sector JC-V d2-19 4 d,Planet,Rocky body,1567.095947,1,0.072908827660694,0.000704,626.7304375,186,No volcanism,No atmosphere,Not terraformable,6.465189525463,0.009854409351563,2.9E-5,0.033224,338.380463,6.4652235243056,1,0.325546,
Mel 22 Sector JC-V d2-19 4 e,Planet,Rocky body,1566.92981,1,0.13054521562119,0.003924,1105.7795,182,No volcanism,No atmosphere,Not terraformable,11.56902271412,0.014524712402875,0.006286,-0.670146,30.938236,11.569084924769,1,0.257786,
Mel 22 Sector JC-V d2-19 5,Planet,Water world,1631.088867,,1.5377643138866,3.236531,9252.935,306,Minor Metallic Magma,Thick Argon-rich,Not terraformable,559.19412037037,0.19232314808609,0.165451,0.983361,112.553001,0.8511343496875,,0.126082,
Mel 22 Sector JC-V d2-19 6,Planet,Ammonia world,2162.622314,,3.0504992512969,32.364357,20774.594,202,Water Geysers,Thick Ammonia and Oxygen,Not terraformable,3013.2553703704,4.3192378414514,0.005465,-4.312186,144.932709,1.9359069372106,,1.138065,
Mel 22 Sector JC-V d2-19 6 a,Planet,Icy body,2168.358643,,0.31384486584461,0.186749,4919.8985,127,No volcanism,Thick Argon-rich,Not terraformable,327.62780092593,0.042846706961852,,52.621387,3.274567,0.75895923755787,,-0.051886,
Mel 22 Sector JC-V d2-31 A,Star,K (Yellow-Orange) Star,0,,,,,4511,,,,306221.15555556,30.258889022757,0.091402,41.977852,130.400665,2.8096498842593,,,
Mel 22 Sector JC-V d2-31 A 1,Planet,Metal-rich body,12.957665,1,0.083588054223215,0.000206,316.62559375,1083,Major Rocky Magma,No atmosphere,Not terraformable,1.7602927879051,0.025967031414438,1.0E-6,0.000841,171.101929,1.7646393952546,1,-0.381816,
Mel 22 Sector JC-V d2-31 A 2,Planet,High metal content world,16.602135,1,0.14408500706545,0.003639,1013.5989375,958,No volcanism,No atmosphere,Not terraformable,2.5529289641204,0.033270418360306,5.0E-6,0.000297,245.741959,2.5592332175926,1,0.501433,
Mel 22 Sector JC-V d2-31 A 3,Planet,High metal content world,24.177948,1,0.15953495466198,0.004904,1118.23175,795,Minor Metallic Magma,No atmosphere,Not terraformable,0.74528003834491,2.3863207298979E-5,0.126884,3.88481,234.179276,1.0700961190741,1,0.451211,
Mel 22 Sector JC-V d2-31 A 4,Planet,High metal content world,24.181566,1,0.15629374796859,0.004619,1096.447125,795,Metallic Magma,No atmosphere,Not terraformable,0.74528003834491,2.5333422075238E-5,0.126884,3.88481,54.179276,1.0385808195949,1,0.177452,
Mel 22 Sector JC-V d2-31 A 5,Planet,High metal content world,28.473215,1,0.1524544432363,0.004294,1070.3985,734,No volcanism,No atmosphere,Not terraformable,5.7338957609954,0.057060060066751,8.0E-6,-7.8E-5,38.326996,5.7480544704861,1,0.29859,
Mel 22 Sector JC-V d2-31 A 6,Planet,High metal content world,38.676979,1,0.59255501889267,0.201898,3722.94125,631,No volcanism,No atmosphere,Not terraformable,9.0774066840278,0.077506869166955,1.9E-5,0.001187,51.747417,9.0998206018519,1,-0.188191,
Mel 22 Sector JC-V d2-31 A 7,Planet,High metal content world,65.734276,1,0.66176756106095,0.271491,4085.164,486,No volcanism,No atmosphere,Not terraformable,20.111740451389,0.1317241696275,5.3E-5,-0.005177,226.506775,20.161401909722,1,0.30952,
Mel 22 Sector JC-V d2-31 A 8,Planet,High metal content world,80.64547,1,0.54969938803056,0.164757,3491.7555,440,No volcanism,No atmosphere,Not terraformable,27.335054976852,0.16162642197286,0.000233,0.035465,315.389709,27.402554976852,1,-0.146984,
Mel 22 Sector JC-V d2-31 A 9,Planet,High metal content world,95.002663,,0.57759685124753,0.188427,3642.87,419,No volcanism,Sulphur dioxide,Not terraformable,34.944048032407,0.19037701386214,0.000127,-0.000155,266.014191,35.030335648148,1,-0.317774,
Mel 22 Sector JC-V d2-31 A 10,Planet,High metal content world,114.572052,,0.60207100523926,0.210757,3773.5635,384,No volcanism,Sulphur dioxide,Not terraformable,46.282063078704,0.22960120765943,2.0E-6,-0.099601,155.980927,46.39634837963,1,0.282154,
Mel 22 Sector JC-V d2-31 A 11,Planet,High metal content world,159.371704,,1.1097440268676,1.0269,6135.3195,977,No volcanism,Hot thick Carbon dioxide,Not terraformable,75.934646990741,0.31939321253989,6.3E-5,0.000194,115.607002,76.122152777778,1,0.176387,
Mel 22 Sector JC-V d2-31 A 12,Planet,High metal content world,199.975204,,1.1019808609516,1.009215,6103.646,875,No volcanism,Hot thick Carbon dioxide,Not terraformable,106.68425925926,0.40065071305858,0.000642,0.004204,240.176636,3.4895746527778,,-0.285347,
Mel 22 Sector JC-V d2-31 A 13,Planet,Water world,278.903351,,0.5861427251566,0.196056,3688.69625,373,No volcanism,Carbon dioxide,Candidate for terraforming,175.82555555556,0.55901098030802,0.000228,-0.009868,180.216843,1.9798961950231,,0.120339,
Mel 22 Sector JC-V d2-31 A 14,Planet,High metal content world,337.796722,,0.55168593878148,0.16638,3502.5885,251,No volcanism,Thin Carbon dioxide,Candidate for terraforming,234.45479166667,0.67723357252303,0.000562,0.032421,181.557617,0.7987392397338,,-0.455813,
Mel 22 Sector JC-V d2-31 A 15,Planet,High metal content world,466.43808,,0.58242590225086,0.192716,3668.79175,304,No volcanism,Carbon dioxide,Not terraformable,380.18486111111,0.93475029366177,8.0E-5,0.091169,155.997498,1.5232488787616,,-0.068033,
Mel 22 Sector JC-V d2-31 A 16,Planet,Class III gas giant,1482.371338,,5.9894484449719,877.543762,77201.456,251,No volcanism,No atmosphere,Not terraformable,2153.9846296296,2.9707133760695,0.000315,0.003385,336.060181,1.163033130787,,0.406813,
Mel 22 Sector JC-V d2-31 A 16 a,Planet,Rocky body,1483.524048,,0.059709793788314,0.000388,514.1355,203,No volcanism,Carbon dioxide,Not terraformable,4.0013075086806,0.0068133898111693,0.000701,-0.003861,35.684872,4.0013396990741,1,0.469753,
Mel 22 Sector JC-V d2-31 A 16 b,Planet,Rocky body,1477.946777,1,0.061468621167709,0.000423,529.0880625,129,No volcanism,No atmosphere,Not terraformable,9.7386436631944,0.012328047126409,0.002546,-1.64416,265.881073,9.7387239583333,1,0.443774,
Mel 22 Sector JC-V d2-31 A 16 c,Planet,Rocky body,1483.403564,1,0.056438752106456,0.000329,486.96053125,127,No volcanism,No atmosphere,Not terraformable,14.810944733796,0.016303610877531,0.000225,1.040359,83.456192,14.811064814815,1,0.007931,
Mel 22 Sector JC-V d2-31 A 16 d,Planet,Icy body,1492.03186,1,0.087744879329383,0.003884,1341.878625,110,No volcanism,No atmosphere,Not terraformable,21.711782407407,0.021039024588202,0.002045,0.247675,198.236969,-21.711958912037,,2.04326,
Mel 22 Sector JC-V d2-31 A 16 d a,Planet,Icy body,1492.044434,1,0.032764802316309,0.000271,580.0499375,110,Major Water Geysers,No atmosphere,Not terraformable,1.6660109230324,6.3796797075669E-5,,33.607487,337.871155,1.7232349537037,1,-0.076294,
Mel 22 Sector JC-V d2-31 A 17,Planet,Gas giant with ammonia-based life,1967.546143,,1.9135072488431,220.849747,68520.088,121,No volcanism,No atmosphere,Not terraformable,3292.5192592593,3.9420118998793,0.001365,0.014116,180.698166,0.73651814778935,,-1.841762,
Mel 22 Sector JC-V d2-31 A 17 a,Planet,Icy body,1967.620483,1,0.085792232355303,0.004277,1424.066125,92,Carbon Dioxide Geysers,No atmosphere,Not terraformable,2.5586020688657,0.0031929635212381,3.3E-5,-0.001029,108.194969,-2.5588058810764,,3.005753,
Mel 22 Sector JC-V d2-31 A 17 b,Planet,Icy body,1968.261108,1,0.072755075663646,0.002665,1220.679,90,Minor Methane Magma,No atmosphere,Not terraformable,6.5881770833333,0.0059984023823409,0.000311,-0.01554,332.237274,6.5887015335648,1,0.50772,
Mel 22 Sector JC-V d2-31 A 17 c,Planet,Icy body,1968.715698,1,0.077690163177538,0.003234,1301.28225,90,No volcanism,No atmosphere,Not terraformable,9.227826244213,0.0075091661314669,0.000111,-0.009677,153.256424,9.228560474537,1,-0.250503,
Mel 22 Sector JC-V d2-31 A 17 d,Planet,Icy body,1966.433228,1,0.071534795064256,0.002536,1200.882375,89,No volcanism,No atmosphere,Not terraformable,11.632628038194,0.0087628216221663,0.005579,-0.230694,184.143265,11.6335546875,1,-0.098292,
Mel 22 Sector JC-V d2-31 A 17 e,Planet,Icy body,1965.337158,1,0.074940809693701,0.002909,1256.600375,89,No volcanism,No atmosphere,Not terraformable,24.308191550926,0.014322776694441,0.000302,-3.238237,283.260925,24.310127314815,1,-0.176903,
Mel 22 Sector JC-V d2-31 A 17 f,Planet,Icy body,1971.265625,1,0.12722633781523,0.013656,2089.574,88,No volcanism,No atmosphere,Not terraformable,58.284496527778,0.025658274934257,0.009247,0.250945,93.111977,58.289143518519,1,-0.098403,
Mel 22 Sector JC-V d2-31 A 18,Planet,Class I gas giant,2575.624268,,1.2267475427039,88.741676,54246.376,93,No volcanism,No atmosphere,Not terraformable,4933.9011111111,5.1620949289889,0.007723,3.105727,332.742401,0.46593492296296,,1.423286,
Mel 22 Sector JC-V d2-31 A 18 a,Planet,Icy body,2575.514404,1,0.071166979454827,0.002498,1194.92725,78,No volcanism,No atmosphere,Not terraformable,6.3950267650463,0.0043396326763359,0.000652,0.025842,67.388626,6.3960315393519,1,-0.434358,
Mel 22 Sector JC-V d2-31 A 18 b,Planet,Icy body,2575.366455,1,0.071490879577722,0.002531,1200.066375,78,No volcanism,No atmosphere,Not terraformable,8.5316898148148,0.0052591405233149,0.000267,-0.015922,281.275879,8.5330309606481,1,0.225761,
Mel 22 Sector JC-V d2-31 A 18 c,Planet,Icy body,2574.736572,1,0.11321960993993,0.009734,1870.1195,77,No volcanism,No atmosphere,Not terraformable,29.640431134259,0.012063715663568,0.000491,-1.296471,217.139542,29.645086805556,1,-0.378838,
Mel 22 Sector JC-V d2-31 A 18 d,Planet,Icy body,2574.081055,1,0.10883450158155,0.008676,1800.781375,77,No volcanism,No atmosphere,Not terraformable,128.88167824074,0.032137999247606,0.017977,-0.034407,288.924286,1.5456626157407,,-0.065272,
Mel 22 Sector JC-V d2-31 B,Star,M (Red dwarf) Star,44068.398438,,,,,3207,,,,306221.15555556,62.107255440341,0.091402,41.977852,310.400665,2.5640330222801,,,
Mel 22 Sector JC-V d2-31 B 1,Planet,High metal content world,43859.089844,,0.49696123761335,0.139222,3375.80375,170,No volcanism,Thin Argon-rich,Not terraformable,289.06145833333,0.61272098285287,0.000145,0.009917,263.603149,1.3329720956366,,-0.000873,
Mel 22 Sector JC-V d2-31 B 2,Planet,High metal content world,44106.757813,,0.49128303849946,0.134911,3342.276,148,No volcanism,Thick Nitrogen,Not terraformable,490.49666666667,0.87168572631295,5.0E-6,0.067955,160.152649,0.74331719292824,,0.190578,
Mel 22 Sector JC-V d2-31 B 3,Planet,Icy body,44231.421875,,0.59621739393908,0.741506,7112.7825,251,Minor Carbon Dioxide Geysers,Thick Methane-rich,Not terraformable,1173.1975,1.5590140016612,0.000468,0.010194,310.822876,1.1608119032176,,-0.426474,
Mel 22 Sector JC-V d2-31 B 4,Planet,Icy body,44904.273438,,0.53211337833082,0.553254,6503.4635,81,Major Water Magma,Argon-rich,Not terraformable,1733.7853703704,2.0227060911503,0.00202,-0.081273,122.896996,1.8616312210648,,-0.184508,
Mel 22 Sector JC-V d2-31 B 5,Planet,Icy body,45028.175781,,0.47657205072725,0.414517,5948.28,73,No volcanism,Neon-rich,Not terraformable,2582.7066666667,2.6382704941535,0.001207,0.986175,106.768471,0.73172865126157,,-0.139105,
Mel 22 Sector JC-V d2-31 B 6,Planet,Icy body,43398.199219,,0.52754183868279,0.540749,6457.344,84,Major Water Magma,Thick Argon-rich,Not terraformable,5948.6374074074,4.6013038061243,0.000278,-0.127007,66.681969,1.141564941412,,0.165647,
Mel 22 Sector JC-V d2-31 B 7,Planet,Icy body,42793.085938,,0.69773452454384,1.078394,7929.1775,55,Major Water Geysers,Neon-rich,Not terraformable,8092.5148148148,5.6492603895865,0.00021,-1.081071,158.609192,0.88271800854167,,-2.783834,
Mel 22 Sector JC-V d2-31 B 7 a,Planet,Icy body,42786.167969,1,0.22372146652654,0.073184,3647.865,54,No volcanism,No atmosphere,Not terraformable,464.75625,0.017757612321417,,46.24807,304.184845,0.89964671947917,,0.444122,
Mel 22 Sector JC-V d2-31 B 8,Planet,Icy body,44936.511719,,0.59467900138086,0.7363,7096.9315,70,Minor Carbon Dioxide Geysers,Thick Nitrogen,Not terraformable,13007.740740741,7.7518231895529,8.3E-5,-0.033961,129.058426,0.48537561487269,,-0.334251,
Mel 22 Sector JC-V d2-31 B 9,Planet,Icy body,47647.992188,,0.51187192331613,0.499914,6303.061,45,Major Water Magma,Thin Neon,Not terraformable,18332.968888889,9.7444596129268,0.003412,0.801655,169.105347,1.9497809968171,,-0.414571,
Aries Dark Region HR-W c1-1,Star,K (Yellow-Orange) Star,0,,,,,4698,,,,,,,,,3.3412897858796,,,
Aries Dark Region HR-W c1-1 1,Planet,High metal content world,24.850191,1,0.23350913943651,0.014859,1608.89375,849,No volcanism,No atmosphere,Not terraformable,4.6026244212963,0.049799252550458,1.0E-5,-0.010087,226.674728,4.6150325520833,1,0.000982,
Aries Dark Region HR-W c1-1 2,Planet,High metal content world,44,1,0.21771332718831,0.012137,1505.905375,637,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.48107308847222,2.0697960041219E-5,0.117393,-5.346526,209.27771,0.73310904043981,1,-0.302605,
Aries Dark Region HR-W c1-1 3,Planet,High metal content world,44,1,0.19771183704217,0.009179,1374.250375,637,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,0.48107308847222,2.736854629576E-5,0.117393,-5.346526,29.277712,0.63753865560185,1,-0.269458,
Aries Dark Region HR-W c1-1 4,Planet,High metal content world,77,1,0.54619918419099,0.158451,3435.23525,481,No volcanism,No atmosphere,Not terraformable,1.0201436812847,6.9262536635824E-5,0.03568,-9.09901,309.180267,-1.652306676794,,2.591306,
Aries Dark Region HR-W c1-1 5,Planet,High metal content world,77,1,0.45395182730935,0.097606,2957.45325,481,Minor Metallic Magma,No atmosphere,Not terraformable,1.0201436812847,0.00011243819127434,0.03568,-9.09901,129.180252,1.2968296983565,1,-0.27099,
Aries Dark Region HR-W c1-1 6,Planet,High metal content world,130,,0.71751010611581,0.334553,4355.1485,574,No volcanism,Hot Carbon dioxide,Not terraformable,54.807407407407,0.25968404524891,1.2E-5,0.012243,114.823257,-54.95515625,,-1.836972,
Aries Dark Region HR-W c1-1 6 a,Planet,Rocky body,130,1,0.17300494348747,0.008312,1398.00275,372,No volcanism,No atmosphere,Not terraformable,2.3614925130208,0.00035045771543859,,-79.515526,157.309723,2.3906504991319,1,-0.273349,
Aries Dark Region HR-W c1-1 7,Planet,High metal content world,223,,0.73000965454083,0.351322,4424.5885,460,No volcanism,Carbon dioxide,Not terraformable,123.74331018519,0.44692390558203,0.000634,0.000265,216.334686,124.07690972222,1,0.638244,
Aries Dark Region HR-W c1-1 7 a,Planet,Rocky body,223,1,0.13999716547722,0.00448,1140.942875,283,No volcanism,No atmosphere,Not terraformable,5.4501576967593,0.00061964903354737,,-28.715706,168.926224,5.4848010706019,1,-0.056887,
Aries Dark Region HR-W c1-1 8,Planet,Class III gas giant,1583,,6.3416036599533,928.249756,77164.472,258,No volcanism,No atmosphere,Not terraformable,171.70765046296,0.001559401981515,0.02996,-8.105414,14.917516,0.78787679037037,,2.443163,
Aries Dark Region HR-W c1-1 8 a,Planet,Rocky body,1583,,0.18800226427396,0.011377,1568.978,317,Metallic Magma,Thick Carbon dioxide,Not terraformable,1.0812197084838,0.0029016436528732,0.000301,0.061154,34.746571,1.0368330439815,1,-0.388824,
Aries Dark Region HR-W c1-1 8 b,Planet,Rocky body,1586,,0.13783953664565,0.004603,1165.515625,261,No volcanism,Carbon dioxide,Not terraformable,3.0854991319444,0.0058378341076214,7.1E-5,-0.271034,139.945206,3.025021520544,1,0.515182,
Aries Dark Region HR-W c1-1 8 c,Planet,Rocky body,1586.303833,1,0.1401444549496,0.004833,1184.417875,133,No volcanism,No atmosphere,Not terraformable,4.0500553385417,0.0069985616446344,0.002127,0.049571,143.825027,3.9848216869213,1,-0.039612,
Aries Dark Region HR-W c1-1 8 d,Planet,Rocky body,1585,1,0.14461835813028,0.005298,1220.75575,130,No volcanism,No atmosphere,Not terraformable,5.8653356481481,0.0089583906089647,0.000158,0.004164,221.026947,5.793872974537,1,-0.19412,
Aries Dark Region HR-W c1-1 9,Planet,Gas giant with ammonia-based life,1589,,0.56880174802603,17.220814,35093.84,112,No volcanism,No atmosphere,Not terraformable,171.70765046296,0.084056736082942,0.02996,-8.105414,194.917511,173.29310185185,1,-0.348867,
Aries Dark Region HR-W c1-1 9 a,Planet,Icy body,1571,1,0.042278892347303,0.000507,698.436125,101,Major Water Geysers,No atmosphere,Not terraformable,1.7584364149306,0.0010623013232501,0.0012,0.187475,24.197861,1.6060850694444,1,0.161173,
Aries Dark Region HR-W c1-1 10,Planet,Class I gas giant,2131,,1.0682637058376,79.98526,55188.712,97,No volcanism,No atmosphere,Not terraformable,3645.4981481481,4.263081977356,0.002347,0.284391,252.531143,0.62242517541667,,-0.813564,
Aries Dark Region HR-W c1-1 10 a,Planet,Icy body,2129,1,0.067220001234383,0.002117,1131.86775,82,No volcanism,No atmosphere,Not terraformable,9.863052662037,0.0055954383580675,0.000356,0.175362,124.033821,9.8637297453704,1,-0.484879,
Aries Dark Region HR-W c1-1 10 b,Planet,Icy body,2135,1,0.084215269049266,0.004109,1408.825375,82,No volcanism,No atmosphere,Not terraformable,24.471805555556,0.010255038797153,0.004866,0.100355,20.161213,24.473489583333,1,-0.413046,
Aries Dark Region HR-W c1-1 10 c,Planet,Icy body,2141,1,0.067933051542828,0.002162,1137.815375,81,No volcanism,No atmosphere,Not terraformable,105.3977662037,0.027146520288006,0.000195,0.007532,333.682098,-105.40501157407,,2.273535,
Aries Dark Region HR-W c1-1 11,Planet,Class I gas giant,2992,,1.3484428382387,14.222239,20713.44,76,No volcanism,No atmosphere,Not terraformable,6099.3822222222,6.0081806742454,0.006077,-1.546591,229.655289,1.4397246636343,,0.401274,
Aries Dark Region HR-W c1-1 11 a,Planet,Icy body,2992,,0.038554697869025,0.000407,655.304375,99,No volcanism,Thin Methane,Not terraformable,7.1027488425926,0.0025279677460008,0.000551,-0.008709,97.066811,7.1034324363426,1,0.509553,
Aries Dark Region HR-W c1-1 11 b,Planet,Icy body,2990,,0.038800580216352,0.000415,659.613375,99,No volcanism,Thin Methane,Not terraformable,17.133389756944,0.0045469070703825,0.001486,0.007543,171.420303,17.1350390625,1,-0.160844,
Aries Dark Region HR-W c1-1 11 c,Planet,Icy body,2994,,0.042170334830516,0.000533,717.042,100,No volcanism,Thin Methane,Not terraformable,28.293307291667,0.0063524762989825,0.00365,0.001753,107.430168,28.29603587963,1,-0.499374,
Aries Dark Region HR-W c1-1 11 d,Planet,Icy body,2992,,0.035393039731093,0.000316,602.6555,97,No volcanism,Thin Methane,Not terraformable,47.022902199074,0.0089130603380974,0.000749,-0.077586,52.367229,47.027433449074,1,-0.230206,
Aries Dark Region HR-W c1-1 11 e,Planet,Icy body,2992,,0.037403666691101,0.000372,636.0611875,98,No volcanism,Thin Methane,Not terraformable,106.66224537037,0.015387251310657,0.00062,-0.504774,127.87117,5.4318033854167,,-0.064774,
Aries Dark Region HR-W c1-1 12,Planet,Class I gas giant,23895,,2.843032819013,332.285828,68952.416,75,No volcanism,No atmosphere,Not terraformable,75449.001481481,32.135726592371,0.491062,-128.520508,236.208969,0.73180858471065,,-0.000596,
Mel 22 Sector AX-A b14-1,Star,K (Yellow-Orange) Star,0,,,,,3749,,,,,,,,,1.8445721209491,,,
Mel 22 Sector AX-A b14-1 1,Planet,Gas giant with water-based life,738.112366,,3.0142771682852,416.227814,74947.728,156,No volcanism,No atmosphere,Not terraformable,988.72407407407,1.4797401597508,0.000442,0.28062,232.113663,1.2662976526389,,-0.141441,
Mel 22 Sector AX-A b14-1 1 a,Planet,Rocky body,737.457764,1,0.10271593370624,0.001937,875.851375,118,Minor Metallic Magma,No atmosphere,Not terraformable,1.4104264322917,0.0026514604127985,0.000796,-0.016017,203.867996,1.3236017071759,1,-0.265071,
Mel 22 Sector AX-A b14-1 1 b,Planet,Rocky body,740.047058,1,0.12156360683299,0.003174,1030.590625,114,No volcanism,No atmosphere,Not terraformable,3.2789666521991,0.0046531053733775,0.002073,-0.053581,26.609526,-3.1649030671296,,2.756896,
Mel 22 Sector AX-A b14-1 1 c,Planet,Rocky body,734.987305,1,0.13949598653968,0.004762,1178.41525,111,No volcanism,No atmosphere,Not terraformable,6.8356691261574,0.0075934454059044,0.002146,-1.518173,207.769028,6.6926902488426,1,0.321962,
Mel 22 Sector AX-A b14-1 2,Planet,Gas giant with ammonia-based life,960,,3.150122887484,428.24469,74364.688,146,No volcanism,No atmosphere,Not terraformable,159.04986111111,0.0030964113448441,0.123025,-1.025253,84.404984,2.3409351490162,,2.74318,
Mel 22 Sector AX-A b14-1 2 a,Planet,Icy body,959,1,0.074562170394601,0.002881,1253.709375,95,Major Water Geysers,No atmosphere,Not terraformable,1.0393765371875,0.0021838387837428,0.000364,0.213082,349.34256,1.0393930844907,1,-0.481632,
