name,updateTime,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt,orbitalPeriod,semiMajorAxis,SolidComp-Ice,SolidComp-Rock,SolidComp-Metal,isMainStar,isScoopable,age,luminosity,surfaceTemperature,Antimony,Arsenic,Boron,Cadmium,Carbon,Chromium,Germanium,Iron,Lead,Manganese,Mercury,Molybdenum,Nickel,Niobium,Phosphorus,Polonium,Rhenium,Ruthenium,Selenium,Sulphur,Technetium,Tellurium,Tin,Tungsten,Vanadium,Yttrium,Zinc,Zirconium,hasRings,
Hyades Sector AQ-Y d81 C 5,2018-06-12 21:50:26,Planet,Class I gas giant,132486.765625,,3.0173680200605,411.926361,74521.256,134,No volcanism,0.004383,0.00328,208.780228,1.9264914279514,,2.222753,1479.7672222222,1.7848564187084,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector AQ-Y d81 C 5 a,2018-06-02 19:43:53,Planet,Icy body,132585.15625,1,0.061128873554043,0.001591,1028.9550625,88,Major Water Geysers,5.0E-5,0.119032,290.709991,0.76038031684028,1,0.01453,0.76035246672454,0.001750238066724,82.4059,15.9869,1.6073,,,,,88,0.753853,,,0.967195,22.973,,,12.4551,,,,,9.42052,,14.7077,,,,4.27575,27.3196,,,,0.68391,3.05854,,3.38483,,,
Hyades Sector AQ-Y d81 C 5 b,2018-06-02 19:43:06,Planet,Icy body,132585.5,1,0.072593718666872,0.002642,1216.750125,84,Major Water Geysers,7.3E-5,-0.623406,131.594635,1.6284861472801,1,0.013367,1.6284266493056,0.0029080326208146,82.4059,15.9869,1.6073,,,,,84,0.737505,,,0.946221,22.4748,5.48,,12.185,,,,,9.21623,,14.3887,,,,4.18303,26.7272,,,,0.669079,2.99221,,,,,
Hyades Sector AQ-Y d81 C 5 c,2018-06-02 19:42:30,Planet,Icy body,132586.46875,1,0.073812482091907,0.002775,1236.66225,82,Carbon Dioxide Geysers,0.000314,0.44051,196.162766,2.8484752965856,1,-0.149856,2.848371129919,0.0042216759172094,82.4059,15.9869,1.6073,,,,,82,,,,0.961857,22.8462,,3.54507,12.3864,,,,,9.36853,,14.6265,,,,4.25216,27.1689,,,0.738461,,,0.739823,3.36615,,,
Hyades Sector AQ-Y d81 C 5 d,2018-06-02 19:41:13,Planet,Icy body,132586.515625,1,0.069248522119392,0.0023,1162.36675,79,Minor Methane Magma,0.003004,-0.039271,108.342674,6.6260865162037,1,0.287251,6.6258434606481,0.0074116451712304,82.4059,15.9869,1.6073,,,,,79,,,,0.95911,22.7809,,3.53495,12.351,,,,,9.34177,0.844124,14.5848,,,,4.24001,27.0913,,0.915559,,,,,3.35654,,,
Hyades Sector AQ-Y d81 C 5 e,2018-06-02 19:41:54,Planet,Icy body,132582.65625,1,0.09097101248722,0.005041,1501.3825,79,No volcanism,0.00491,1.191313,332.523376,-8.68564453125,,-2.315822,8.685326244213,0.0088772386517665,81.1987,17.0652,1.7361,,,,,79,,1.59188,,,22.5025,5.60419,,12.4612,,5.14633,0.544158,0.813706,9.42509,,14.4065,,,,,26.7602,,,,,,0.74429,,,,
Hyades Sector AQ-Y d81 C 5 f,2018-06-02 19:40:13,Planet,Icy body,132585.171875,1,0.093187167004327,0.005494,1548.641125,77,No volcanism,0.001704,-0.004446,191.813828,15.779809027778,1,-0.025358,15.779231770833,0.013217349195867,82.3063,16.0733,1.6204,,,,,77,,,,,22.29,5.44603,,12.1095,,5.00109,,,9.1591,0.827618,14.2704,,,,,26.5074,0.433107,,,0.664932,,,3.2909,,,
Hyades Sector AQ-Y d81 C 5 g,2018-06-02 19:45:10,Planet,Icy body,132588.1875,1,0.076446350189757,0.003076,1279.37925,76,Minor Carbon Dioxide Geysers,0.060433,2.118049,245.498703,3.3548882378472,1,0.276076,2.194642650463,3.574738714513E-5,82.4059,15.9869,1.6073,,,,,76,0.752307,,,0.965213,22.9259,,,12.4296,,5.13329,,,9.40121,,14.6775,,,,4.26699,27.2636,,,0.741037,,,,,1.44333,,
Hyades Sector AQ-Y d81 C 5 h,2018-06-02 19:44:35,Planet,Icy body,132588.21875,1,0.069271374277853,0.002301,1162.427625,76,Carbon Dioxide Geysers,0.060433,2.118049,65.498695,2.9016098813657,1,0.47137,2.194642650463,4.778839743205E-5,82.4059,15.9869,1.6073,,,,,76,,,,,22.4502,5.474,,12.1717,,,,,9.20613,0.831868,14.373,,,,4.17845,26.6979,,0.902265,0.72566,,2.98893,,,,,
Hyades Sector AQ-Y d81 C 6,2018-06-16 19:28:21,Planet,Gas giant with ammonia-based life,131032.945313,,2.1352441968311,266.170013,71209.888,101,No volcanism,0.000302,-0.070136,29.172441,1.1924565068056,,1.544483,2572.9277777778,2.5808299572275,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Hyades Sector AQ-Y d81 C 6 a,2018-06-02 19:48:13,Planet,Icy body,131764.78125,,0.074874444360832,0.002894,1253.91175,206,Major Water Geysers,4.4E-5,-0.180352,303.774902,0.75378101490741,1,-0.50916,0.81013617621528,0.0015784801140221,82.3787,16.0116,1.6097,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector AQ-Y d81 C 6 b,2018-06-02 19:47:38,Planet,Icy body,131766.6875,,0.12125572498497,0.011615,1973.981125,230,Major Water Geysers,0.000164,0.002068,140.118546,-1.5595751953125,,-2.552702,1.6307535807292,0.0025164753899134,80.9602,17.2787,1.7611,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector AQ-Y d81 C 7,2018-06-12 10:07:29,Planet,Class I gas giant,132686.671875,,0.75429984063821,36.50502,44369.936,65,No volcanism,8.0E-6,0.020498,264.446167,1.614410083912,,0.316373,3773.1877777778,3.3312966165901,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector AQ-Y d81 C 7 a,2018-06-02 19:53:28,Planet,Icy body,133158.5,1,0.055234781989776,0.001184,933.800375,57,Water Geysers,0.055173,-6.883045,161.695724,0.54771353262731,1,0.495892,0.38892632378472,1.0141111921588E-5,82.6448,15.7812,1.574,,,,,57,,,,,22.7681,,3.51951,12.281,,5.07193,,0.801943,9.28884,0.839342,14.5765,,,,,27.076,0.439242,,,,,,3.33752,,,
Hyades Sector AQ-Y d81 C 7 b,2018-06-02 19:52:37,Planet,Icy body,133158.5,1,0.055857671402962,0.001205,936.777875,57,Water Geysers,0.055173,-6.883045,341.69574,0.55236572266204,1,-0.580462,0.38892632378472,9.9710083975146E-6,81.6629,16.6323,1.7048,,,,,57,,,,,22.4522,,,12.3553,,5.10259,,0.806791,9.34499,,14.3743,,,,4.17882,26.7003,,0.912961,0.737825,,3.03402,,,,,
Hyades Sector AQ-Y d81 C 7 c,2018-06-02 19:51:58,Planet,Icy body,133157.484375,1,0.045126286763757,0.000648,764.2883125,57,Major Water Geysers,0.000106,0.001657,1.097874,1.5689073350694,1,0.10626,1.5688136574074,0.00126469479221,82.3787,16.0116,1.6097,,,,,57,,,,0.953901,22.647,,3.51575,12.2839,,5.07313,,,9.29103,,14.499,,,,,26.932,,,0.732353,,,0.733703,3.33831,,,
Hyades Sector AQ-Y d81 C 7 d,2018-06-02 19:51:10,Planet,Icy body,133158.609375,1,0.050317597894262,0.000894,850.145625,57,Carbon Dioxide Geysers,0.000816,0.561699,345.579437,2.5676622178819,1,0.202461,2.5675086805556,0.0017563570842991,82.3787,16.0116,1.6097,,,,,57,,,,0.967795,22.9768,5.60495,3.56696,12.4628,,,,,9.42636,,14.7102,,,0.769659,,27.3242,,,0.74302,,,,,1.44719,,
Hyades Sector AQ-Y d81 C 8,2018-06-12 10:08:05,Planet,Class I gas giant,132796.609375,,1.2842505482272,103.51226,57260.552,66,No volcanism,0.001438,-0.231204,178.069611,1.1950775824653,,-2.374587,6048.9111111111,4.5630913058711,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Hyades Sector AQ-Y d81 C 8 a,2018-06-02 19:58:33,Planet,Icy body,133270.71875,1,0.042857389309366,0.000554,725.1478125,53,Major Water Geysers,0.000126,0.006219,169.553772,1.2924193431713,1,-0.069122,1.2919504123264,0.0015730272021846,82.3228,16.0601,1.6171,,,,,53,0.741189,,,,22.5568,5.50878,,12.249,,,0.534893,,9.26462,,14.4412,,,,4.19829,26.8247,,,,0.672593,3.00793,,,,,
Hyades Sector AQ-Y d81 C 8 b,2018-06-02 19:58:53,Planet,Icy body,133270.90625,1,0.08703189000858,0.004472,1445.76,52,Minor Carbon Dioxide Geysers,5.0E-6,-0.004966,337.647369,3.2002947771991,1,-0.608036,3.1991337528935,0.0028791256853096,81.918,16.4114,1.6706,,,,,52,,1.58859,,,22.7158,5.5932,,12.4367,,,,0.81211,9.40661,,14.543,,,,4.22788,27.0138,,0.920026,0.742254,,,,,,,
Hyades Sector AQ-Y d81 C 8 c,2018-06-02 19:56:40,Planet,Icy body,133267.828125,,0.06022602696278,0.001521,1013.577625,52,No volcanism,0.000109,0.000657,261.082947,7.3576381655093,1,0.193424,7.3549688946759,0.0050152534156357,82.3228,16.0601,1.6171,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector AQ-Y d81 C 8 d,2018-06-02 19:55:38,Planet,Icy body,133266.984375,1,0.2148973207123,0.065206,3513.28025,51,No volcanism,,75.73452,268.754822,0.43826791268519,,0.291612,294.29125,0.058671058825438,87.7607,10.497,1.7424,,,,,51,0.6599,,,0.925412,22.6127,5.35949,3.12048,11.917,,,,,9.01355,0.814466,14.477,,,,4.2087,26.8912,,,,,,,,,,
Hyades Sector AQ-Y d81 C 9,2018-06-02 20:02:20,Planet,Icy body,133182.640625,,1.7095356142655,10.778028,16014.563,47,Water Geysers,0.000936,-0.124727,74.089882,1.8183002387153,,-0.238406,9348.9896296296,6.0998263645473,65.6115,20.4053,10.2581,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector AQ-Y d81 C 9 a,2018-06-02 20:03:43,Planet,Icy body,133182.546875,1,0.028850687232716,0.000171,491.026,46,No volcanism,0.00029,1.478812,24.271244,1.3533260091204,,-0.433759,108.26277777778,0.01416796892952,82.3787,16.0116,1.6097,,,,,46,,,,,22.5159,5.49251,,12.2128,,,,0.79749,9.23727,,14.4151,0.314932,,,4.19069,26.7761,,,0.728115,,,,3.31899,,,
Hyades Sector AQ-Y d81 C 9 b,2018-06-02 20:04:50,Planet,Icy body,133172.8125,1,0.030581893835125,0.000204,520.91565625,46,No volcanism,0.00509,0.695064,180.190384,1.4032643410069,,-0.494665,363.8005787037,0.031785604071435,82.3787,16.0116,1.6097,,,,,46,0.743548,,,,22.6487,5.52491,,12.2849,,5.07352,,,9.29175,0.839604,14.5001,,,,,26.934,,,0.732409,,,,,1.42652,,
Hyades Sector XO-A c15,2018-05-09 19:54:59,Star,K (Yellow-Orange) Star,0,,,,,5049,,,,,2.9661650028935,,,,,,,,1,1,5368,Va,5049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector XO-A c15 1,2018-05-09 19:57:16,Planet,Metal-rich body,22.681414,1,0.99181701677796,0.244988,3169.86775,1013,No volcanism,2.0E-6,-0.004269,256.859497,3.8177803096065,1,0.152544,3.8092686631944,0.045453371656847,0,0,100,,,,,1013,,,,2.63866,,15.2817,,33.9794,,14.0332,,,25.7006,2.32231,,,,2.09845,,,,,,,,,,3.94571,,
Hyades Sector XO-A c15 2,2018-05-09 20:17:39,Planet,Class III gas giant,1026.852417,,8.216335637118,1194.848633,76913.376,358,No volcanism,0.000397,-1.273424,16.189547,1.1884677915278,,0.844367,1159.7564814815,2.0570724583716,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Hyades Sector XO-A c15 2 a,2018-05-09 20:20:04,Planet,Rocky body,1033.213745,1,0.1212842810695,0.003164,1030.1500625,176,No volcanism,0.000706,-0.058512,27.383055,9.7360814525463,1,-0.020944,9.7359584780093,0.013661459902049,0,91.2193,8.7807,,,,,176,,,,1.52492,16.2601,8.8315,,19.6372,,,,,14.8527,1.3421,10.41,,,,,19.3366,0.702343,,,,4.82221,,,2.28028,,
Hyades Sector XO-A c15 2 b,2018-05-09 20:18:57,Planet,Rocky body,1035.47583,1,0.12266920456323,0.003253,1038.625,173,No volcanism,0.00043,-0.074733,77.183678,-16.054008969907,,-3.034112,16.053806423611,0.019067627116968,0,90.834,9.166,,,,,173,1.12503,,,,15.203,8.32107,,18.5022,,7.64123,,,13.9943,1.26453,9.73322,,,,,18.0795,,,1.10768,,,,5.02821,,,
Hyades Sector XO-A c15 2 b a,2018-05-09 20:19:14,Planet,Rocky body,1035.490601,1,0.047959523666452,0.00022,431.9748125,172,Major Silicate Vapour Geysers,,-21.38117,310.324097,0.67307856806713,1,0.313881,0.65142315900463,3.2132395852343E-5,0,96.9194,3.0806,,,,,172,,,,,16.9392,7.98351,5.92748,17.7517,,,0.775186,,13.4266,1.21323,10.8448,,,,,20.1442,0.634905,,,,4.35919,,,,,
Hyades Sector XO-A c15 2 c,2018-05-09 20:19:35,Planet,Rocky body,1037.018188,1,0.097143586321684,0.001645,829.9661875,170,No volcanism,4.7E-5,-2.049281,145.157593,23.50296875,1,0.139405,23.502673611111,0.024584207882044,0,91.2193,8.7807,,,,,170,1.17247,,,,15.844,8.60551,,19.1347,,,0.835581,,14.4727,,10.1436,,,,,18.8418,,,,1.05069,4.69881,,5.20009,,,
Hyades Sector XO-A c15 2 d,2018-05-09 20:20:49,Planet,Rocky body,1025.005493,1,0.0823062318909,0.001008,705.82725,168,No volcanism,0.012459,0.326776,209.10553,33.675572916667,1,-0.433528,33.675144675926,0.03124527210266,0,91.2193,8.7807,,,,,168,1.24571,,,,16.8338,,,20.33,,,,1.32754,15.3768,,10.7773,,,,,20.0188,,,1.21212,,4.99234,,5.52493,2.36073,,
Hyades Sector XO-A c15 2 e,2018-05-09 20:18:13,Planet,Rocky body,1053.775757,,0.17773258287178,0.009668,1487.54225,164,No volcanism,0.002095,-1.158812,335.882538,83.918368055556,1,-0.152483,83.917309027778,0.057430905986819,0,91.2193,8.7807,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector XO-A c15 3,2018-05-09 20:11:00,Planet,Gas giant with ammonia-based life,1498.599854,,0.89950634542523,57.926376,51182.392,126,No volcanism,0.001594,-0.005288,153.846344,0.96629846643519,,-0.321215,2045.9137037037,3.0032851440579,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyades Sector XO-A c15 3 a,2018-05-09 20:12:17,Planet,Icy body,1497.822388,1,0.05996692136701,0.001668,1063.718375,111,No volcanism,0.000448,-0.204216,230.806686,4.3108470775463,1,0.413528,4.3105844907407,0.0028938133809949,89.8579,9.2515,0.8905,,,,,111,,,,0.836915,23.6783,,,10.7774,,4.45096,,,8.15158,,15.1592,,,,4.40702,28.1584,,0.808796,0.642574,,,,2.9289,,,
Hyades Sector XO-A c15 3 b,2018-05-09 20:13:08,Planet,Icy body,1500.944336,1,0.047185352503823,0.000819,840.27775,111,No volcanism,0.001781,0.027307,249.043579,13.517890625,1,-0.29598,13.517068865741,0.0061996634287656,89.6914,9.3975,0.9112,,,,,111,,,,0.836291,23.5318,4.84335,,10.7694,,4.44764,,,8.1455,,15.0654,,,,,27.9842,,0.807246,0.642505,,,,2.92671,,,
Hyades Sector XO-A c15 3 c,2018-05-09 20:12:40,Planet,Icy body,1496.403931,1,0.039431616298012,0.000482,705.156875,110,No volcanism,0.005002,0.004783,125.103279,22.925802951389,1,0.108688,22.924408275463,0.0088168176848255,89.8579,9.2515,0.8905,,,,,110,,,,,23.6162,4.83426,3.11456,10.7492,,,,0.701915,8.13023,,15.1195,,,0.66383,4.39547,28.0846,,,,0.590238,,,,,,
Hyades Sector XO-A c15 3 d,2018-05-09 20:13:34,Planet,Icy body,1503.899414,1,0.051026464578226,0.001034,907.918875,110,No volcanism,0.000567,0.907824,109.003113,-34.919293981481,,2.54829,34.917173032407,0.011671835861231,89.7377,9.3568,0.9054,,,,,110,,,,,23.6729,4.86504,,10.8176,,4.46756,,,8.18199,0.739326,15.1558,,,,,28.152,,,0.64527,,2.65643,0.646123,,,,
Hyades Sector XO-A c15 3 e,2018-05-09 20:11:49,Planet,Icy body,1492.972778,1,0.044442226647232,0.000688,793.5619375,110,No volcanism,0.090718,3.771845,220.932953,8.8120746527778,1,-0.235901,6.0234436487269,4.7570015313059E-5,89.8579,9.2515,0.8905,,,,,110,,,,0.841946,23.8206,,,10.8422,,4.47772,0.473461,,8.20058,,15.2503,,,0.669575,4.43351,28.3276,,,,,2.66247,,,,,
Hyades Sector XO-A c15 3 f,2018-05-09 20:11:32,Planet,Icy body,1492.925293,1,0.0425641997593,0.000604,759.7675625,110,Minor Nitrogen Magma,0.090718,3.771845,40.932957,8.2523263888889,1,-0.438765,6.0234436487269,5.424216910328E-5,89.8579,9.2515,0.8905,,,,,110,,1.43264,,0.858555,24.2905,4.97229,,11.0561,,,,,8.36235,0.755624,15.5512,,,,,28.8864,,0.829708,,,,,3.00463,,,
Hyades Sector XO-A c15 3 g,2018-05-09 20:14:10,Planet,Icy body,1506.372437,1,0.044026526058887,0.000668,785.6254375,110,No volcanism,0.022266,-0.576392,197.805328,85.927592592593,1,0.207275,85.922366898148,0.021274068789269,89.8579,9.2515,0.8905,,,,,110,,,,,24.4706,,3.22724,11.1381,,4.59991,,0.72731,8.42437,,15.6665,,,0.687847,,29.1007,,,0.664078,,,,,1.29336,,
Hyades Sector XO-A c15 4,2018-05-09 20:16:46,Planet,Icy body,1986.784424,,1.3456468372172,5.196186,12533.181,566,Major Water Geysers,0.000819,-0.022545,136.30246,1.2374440285069,,-0.500935,3126.0125925926,3.984118503045,68.7639,21.0065,10.1104,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Mel 22 Sector LN-T d3-64 A,2018-01-18 21:52:09,Star,F (White) Star,0,,,,,6238,,0.052263,-10.083714,316.475708,2.6725182653356,,,1685.5759259259,1.2985452162589,,,,1,1,2242,Vb,6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel 22 Sector LN-T d3-64 A 1,2018-01-18 21:57:54,Planet,Metal-rich body,45.429783,1,0.26507906132138,0.006152,971.6390625,1014,No volcanism,3.4E-5,-0.006122,268.317535,-8.6797902199074,,-1.619753,8.6797873263889,0.091040104784058,,,,,,,,1014,,1.66919,,,,15.9553,,35.4773,,14.6517,,,26.8335,2.42468,,,,,,,,0.627715,2.36059,,,,,,,
Mel 22 Sector LN-T d3-64 A 1 a,2018-01-18 21:58:37,Planet,Metal-rich body,45.44175,1,0.06057361896608,7.8E-5,228.870625,1014,Major Metallic Magma,,20.211094,321.713898,1.2173257559375,1,-0.323699,1.2097120044907,5.8985725924507E-5,,,,,,,,1014,1.24141,,,,,14.9211,,33.1777,,13.702,1.44881,,25.0942,2.26752,,,,,,,,,,,8.14728,,,,,
Mel 22 Sector LN-T d3-64 A 2,2018-01-18 22:02:43,Planet,High metal content world,69.647171,1,0.32177871498714,0.036835,2157.92425,833,No volcanism,0.001905,-0.001607,336.304932,16.44525462963,1,-1.416538,16.445248842593,0.13939707798261,,,,,,,,833,,,,1.62899,12.5882,9.43422,,20.9774,,8.66344,,,15.8664,,8.05918,,,,,14.97,0.750276,,1.36109,,,,5.70086,,,
Mel 22 Sector LN-T d3-64 A 2 a,2018-01-18 22:03:10,Planet,Rocky body,69.666756,1,0.098221932109285,0.001581,809.182,833,Metallic Magma,,64.798523,17.955587,0.94088324652778,1,-0.392304,0.92132251880787,9.0208523268774E-5,,,,,,,,833,,,,,14.6574,8.64552,,19.2237,,7.93918,,1.25529,14.54,,9.3839,,,,,17.4307,,,,1.05557,4.72066,1.14821,,,,
Mel 22 Sector LN-T d3-64 A 3,2018-01-18 22:00:19,Planet,High metal content world,86.382629,1,0.25647237477167,0.019521,1759.60525,755,No volcanism,0.000958,0.011627,51.751911,22.727280092593,1,0.056775,22.727272858796,0.17295172199266,,,,,,,,755,,,,1.6254,12.6643,9.41343,,20.9311,,8.64434,,,15.8314,1.43053,8.10787,,,,,15.0604,,1.15121,,,5.13996,,,,,
Mel 22 Sector LN-T d3-64 A 4,2018-01-18 22:01:21,Planet,High metal content world,118.774002,1,0.28301647938368,0.025883,1928.7945,655,No volcanism,0.004909,-0.830519,177.112,36.467841435185,1,0.27779,36.46783275463,0.23704639598189,,,,,,,,655,,,,1.62837,12.6874,9.43062,,20.9694,,8.66013,,,15.8603,,8.12266,,,,,15.0879,,,,1.15143,5.14935,1.25248,,,,
Mel 22 Sector LN-T d3-64 A 5,2017-07-07 16:43:02,Planet,High metal content world,147,1,0.27018990123138,0.022667,1847.340625,596,No volcanism,0.034613,3.945621,342.499847,12.417378472222,1,0.41953,8.4087029803241,0.00018591041349628,,,,,,,,596,,,,,12.6785,9.42407,,20.9548,,8.65412,,1.36834,15.8493,1.43215,8.11702,,,,,15.0774,0.749469,,,,,,5.69473,,,
Mel 22 Sector LN-T d3-64 A 6,2017-07-07 16:43:14,Planet,High metal content world,147,1,0.25499292806003,0.019198,1750.041875,596,No volcanism,0.034613,3.945621,162.499832,11.427592592593,1,-0.049886,8.4087029803241,0.00021950987568435,,,,,,,,596,,2.13457,,1.74544,13.5995,,,22.477,,9.28276,,,17.0006,1.53618,8.70665,,,,,16.1726,,1.23623,,,,,6.1084,,,
Mel 22 Sector LN-T d3-64 A 7,2018-01-18 22:04:53,Planet,High metal content world,224.461182,1,0.25380144474518,0.018942,1742.410125,495,No volcanism,0.001294,0.019636,312.5271,2.3968346715856,,-0.024099,95.51203125,0.45040038030434,,,,,,,,495,,,,,13.6059,10.1134,,22.4875,,,0.981992,1.46842,17.0086,,8.71073,,,1.38875,2.53234,16.1802,,,,,5.52215,,,,,
Mel 22 Sector LN-T d3-64 ABC 1,2017-07-07 16:45:05,Planet,Class III gas giant,2788,,6.3184026402491,931.860901,77456.24,269,No volcanism,0.024663,5.688601,176.835907,1.1997028718171,,-0.737703,311.97701388889,0.010098681491461,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Mel 22 Sector LN-T d3-64 ABC 1 a,2017-07-07 16:49:09,Planet,Rocky body,2789,1,0.095814243859182,0.00158,819.026625,160,Metallic Magma,0.000863,0.00234,337.872986,0.97621455439815,1,-0.496037,1.0260353370949,0.002805643355992,,,,,,,,160,,,,,15.4405,8.34289,,18.5508,,7.66127,0.810081,1.21135,14.031,,9.88528,,,,,18.362,0.663486,,,,,,5.0414,,,
Mel 22 Sector LN-T d3-64 ABC 1 b,2017-07-07 16:48:23,Planet,Rocky body,2789,1,0.090813561238312,0.001349,777.347375,156,Minor Silicate Vapour Geysers,0.003421,0.007241,110.055061,1.3582569263657,1,0.156629,1.4135392252662,0.0034737309399418,,,,,,,,156,,,,1.47782,15.84,,,19.0307,,7.85948,,,14.394,,10.141,,,,,18.837,,1.43989,1.13495,,4.67328,,5.17183,,,
Mel 22 Sector LN-T d3-64 ABC 1 c,2017-07-07 16:48:41,Planet,Rocky body,2788,1,0.17111661037388,0.008665,1435.234,150,Minor Rocky Magma,0.000247,-0.005234,247.036743,-2.1008060257523,,1.772948,2.1636463758681,0.0046136904808231,,,,,,,,150,,,,,16.8423,,,20.2349,,,0.883626,,15.3049,,10.7827,,,,3.13471,20.029,,,,1.1111,4.969,1.20861,5.4991,,,
Mel 22 Sector LN-T d3-64 ABC 1 d,2017-07-07 16:47:53,Planet,Rocky body,2790,,0.1342059816154,0.004261,1136.4605,169,No volcanism,0.002317,-0.112271,70.697372,8.5666066261574,1,0.361434,8.6593569155093,0.011630043608635,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel 22 Sector LN-T d3-64 ABC 1 e,2018-01-18 22:21:46,Planet,Rocky body,3070.385986,,0.14923048026253,0.005814,1258.905875,168,No volcanism,0.003188,-0.002466,112.347145,13.977722800926,1,-0.236688,14.081326678241,0.01608249115273,,,,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel 22 Sector LN-T d3-64 ABC 2,2017-07-07 16:45:14,Planet,Gas giant with ammonia-based life,2774,,0.9759082520135,78.273537,57119.908,128,No volcanism,0.024663,5.688601,356.835907,324.81571759259,1,-0.308618,311.97701388889,0.12022269255467,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Mel 22 Sector LN-T d3-64 ABC 2 a,2017-07-07 16:46:13,Planet,Icy body,2775,1,0.075033656324502,0.002679,1205.15475,111,Major Water Geysers,3.8E-5,-0.008843,251.857391,0.75333473488426,1,0.782616,0.75331212927083,0.0010000007573637,,,,,,,,111,,,,1.00993,22.5303,,3.79925,13.0054,,,,,9.83676,0.888852,14.4243,,,,,26.7932,,0.984012,,,3.19368,,3.53439,,,
Mel 22 Sector LN-T d3-64 ABC 2 b,2017-07-07 16:46:37,Planet,Icy body,2774,1,0.06358534495123,0.001789,1069.821125,111,Major Water Geysers,0.001787,0.004208,232.627579,1.0627757884838,1,-0.830102,1.0627439597801,0.0012578709517688,,,,,,,,111,,,,0.958574,23.347,,,12.3441,,5.09798,,0.806062,9.33655,,14.9472,,,,,27.7645,,0.9334,,,3.03128,,,1.4334,,
Mel 22 Sector LN-T d3-64 ABC 3,2018-01-18 22:23:39,Planet,Class I gas giant,4275.331055,,1.2748662844454,64.525459,45375.116,103,No volcanism,0.009192,0.116869,206.500519,1.5398453776042,,-0.671749,5957.2977777778,8.2477993372669,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel 22 Sector LN-T d3-64 ABC 3 a,2018-01-18 22:26:41,Planet,Icy body,4276.302246,1,0.073627511011208,0.002764,1235.758125,89,Carbon Dioxide Geysers,6.7E-5,-0.000459,237.594116,2.6910725911458,1,0.01741,2.690892650463,0.0021911090476504,,,,,,,,89,,,,0.931747,22.7576,5.39617,,11.9986,,,,,9.07525,,14.5698,0.309508,,,4.23567,27.0635,,,0.715574,,2.94644,,,,,
Mel 22 Sector LN-T d3-64 ABC 3 b,2018-01-18 22:24:25,Planet,Icy body,4261.48291,1,0.074758002181011,0.00289,1254.020375,89,No volcanism,0.000366,-0.039468,174.23848,1.3037234157986,,0.056291,211.14685185185,0.040159609892095,,,,,,,,89,,,,,22.6019,5.35924,,11.9165,,4.92139,0.520374,,9.01314,,14.4701,,,,,26.8783,0.426205,,,0.654335,,,3.23846,,,
Mel 22 Sector LN-T d3-64 ABC 3 c,2018-01-18 22:25:39,Planet,Icy body,4293.499512,1,0.047454407682259,0.000754,803.9553125,89,No volcanism,0.039238,-2.127114,333.765717,1.4640381763657,,-0.451777,336.91101851852,0.054837363189822,,,,,,,,89,,,,0.945884,23.1029,,,12.1807,,5.03049,,0.79539,9.21294,,14.7909,,,0.752234,4.29994,27.4742,,,,,,,,1.41443,,
Mel 22 Sector LN-T d3-64 B,2017-07-07 16:53:19,Star,K (Yellow-Orange) Star,1676,,,,,3819,,0.20966,-36.445633,272.819,2.6968565538194,,,111.45119212963,0.13494090332664,,,,,1,2242,,3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mel 22 Sector LN-T d3-64 B 1,2018-01-18 22:13:01,Planet,Metal-rich body,1689.825928,1,0.25439722837563,0.005458,934.21125,1081,No volcanism,0.001042,0.054767,46.336956,2.1645317925347,1,0.035147,2.1645314308449,0.026327589273635,,,,,,,,1081,,,,2.51703,,14.5773,,32.4132,,13.3863,,,24.516,,,,,2.00172,,,,,,1.77981,,,8.80869,,,
